image,super_class,sub_class
Released_Data_NNDL_2025/train_images/train_images/5235.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/5737.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/4236.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/4528.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/606.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/3432.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/3154.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/4811.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/3475.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/2593.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/1171.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/6202.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/3178.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/3163.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/3067.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/388.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/3117.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/191.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/41.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/3105.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/1837.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/4109.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/5917.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/5408.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/5100.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/752.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/3816.jpg,bird,"brambling, Fringilla montifringilla"
Released_Data_NNDL_2025/train_images/train_images/327.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/2269.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/5666.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/4390.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/215.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/1286.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/1533.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/3589.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/5189.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/1026.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/5069.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/5012.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/4806.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/1113.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/933.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/1025.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/6279.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/5448.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/4512.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/2928.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/4809.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/2374.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/5900.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/4570.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/15.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/966.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/3309.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/100.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/4783.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/2124.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/2493.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/5909.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/1633.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/840.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/4198.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/3199.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/1173.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/6228.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/4040.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/2023.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/5744.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/3577.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/5152.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/2170.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/4934.jpg,bird,"goldfinch, Carduelis carduelis"
Released_Data_NNDL_2025/train_images/train_images/2289.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/3805.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/2102.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/610.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/3875.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/5542.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/6094.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/4738.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/6222.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/6058.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/179.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/5633.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/16.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/3333.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/4104.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/5950.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/5057.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/5746.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/3480.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/5438.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/5349.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/5159.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/3409.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/408.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/126.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/4441.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/3932.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/718.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/3209.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/6153.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/4017.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/2424.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/1541.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/2432.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/4331.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/4348.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/3343.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/4388.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/1106.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/1942.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/1598.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/3541.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/3136.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/2586.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/467.jpg,bird,"indigo bunting, indigo finch, indigo bird, Passerina cyanea"
Released_Data_NNDL_2025/train_images/train_images/361.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/942.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1923.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/6276.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1569.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3302.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/4336.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3907.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2193.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2695.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3939.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2956.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5288.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/6135.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2027.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/17.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/4520.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2968.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3206.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1377.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/458.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5794.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1949.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5061.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3944.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2667.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/6087.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3675.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1069.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/4614.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/29.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5330.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2309.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/4190.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/663.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2369.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5509.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1703.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/301.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/4280.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5015.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1491.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/80.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1164.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2351.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1958.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5987.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2613.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/224.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1305.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3082.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/773.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3671.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3742.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3276.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1587.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/4629.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5446.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1991.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5792.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3689.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/6103.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/4602.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/994.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3070.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/4113.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2768.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3526.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2906.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5629.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/4079.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1780.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/490.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5832.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3705.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5811.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/83.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/170.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/923.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/725.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3028.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5251.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/2127.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5690.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/3623.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5068.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/344.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/5249.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/1653.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/4849.jpg,dog,"bloodhound, sleuthhound"
Released_Data_NNDL_2025/train_images/train_images/946.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2041.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/4342.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/5474.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/4094.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/5334.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/1020.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2074.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2057.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/1097.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/1741.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2734.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/1078.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2345.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/5762.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/6100.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/4650.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/1276.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2637.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/4869.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/5139.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2604.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2021.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/5490.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2467.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/1902.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2680.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/6143.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/379.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/87.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/3672.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2319.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/4231.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/262.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/1937.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/5586.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/5842.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/958.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/4718.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/4095.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/2605.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/3451.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/4078.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/814.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/6065.jpg,reptile,terrapin
Released_Data_NNDL_2025/train_images/train_images/1957.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/3800.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/2116.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/6033.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/2901.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/3381.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/1696.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/5604.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/4205.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/2905.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/3331.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/1453.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/1785.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/101.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/4314.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/4612.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/1064.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/296.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/2679.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/297.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/19.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/3751.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/1651.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/5023.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/2332.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/4393.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/2521.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/4297.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/2336.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/52.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/5658.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/3342.jpg,reptile,"European fire salamander, Salamandra salamandra"
Released_Data_NNDL_2025/train_images/train_images/3571.jpg,reptile,"European fire salamander, Salamandra salamandra"
